Player,CC Player ID,Current Team,Teams,Playing Role,Batting Style,Bowling Style
Mehul Luhar,1639149,Estim A,"Pigabet Estim,Estim A,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Naran Khetani,1639155,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Fast
Naran Varsani,1639153,Estim B,"Pigabet Estim,Estim B,Estim,Estim A",All Rounder,Right Handed Batter,Right Arm Medium
Purshotam Gorasiya,1639154,Estim B,"Pigabet Estim,Estim B,Estim,Estim A",Bowler,Right Handed Batter,Right Arm Medium
Shivji Vekariya,1639156,Estim,Estim,All Rounder,Right Handed Batter,Right Arm Medium
Vinod Jesani,1639150,Estim B,"Estim B,Estim",Bowler,Right Handed Batter,Right Arm Medium
Aaliyan Qaiser,1612823,Lions Youths,"Lions Castilla,Lions Youths",Bowler,Right Handed Batter,Right Arm Leg Spin
Amritbir Singh,1618294,Unisoft Rising Stars,"Unisoft Rising Stars,Patel Brotherhood",Wicket Keeper,Right Handed Batter,Right Arm Medium
Chetan Patel,1618296,Patel Brotherhood A,"Patel Brotherhood A,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Leg Spin
Dilipkumar Dinubhai Patel,1640477,Patel B,"Patel Brotherhood B,Patel B,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Medium
Gaurang Patel,1652958,Patel Brotherhood A,"Patel Brotherhood A,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Off Spin
Gurjeet Singh,1616115,Unisoft Rising Stars,"Unisoft Rising Stars,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Medium
Himanshu Kikani,1616113,Patel Brotherhood,Patel Brotherhood,All Rounder,Right Handed Batter,Right Arm Medium
Kalpeshkumar Panchal,1560392,Patel Brotherhood,Patel Brotherhood,All Rounder,Right Handed Batter,Right Arm Medium
Kewal Patadia,1618292,Patel B,"Gymkhana B,Patel Brotherhood,Patel Brotherhood B,Patel B,Patel Brotherhood A",All Rounder,Right Handed Batter,Left Arm Leg Spin
Manish Shigwan,1618295,Patel Brotherhood,Patel Brotherhood,All Rounder,Right Handed Batter,Right Arm Medium
Milind Madhukar Khidkikar,1623470,Patel B,"Patel Brotherhood B,Patel B,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Off Spin
Nikunj Sharma,1618293,Unisoft Rising Stars,"Unisoft Rising Stars,Patel Brotherhood",All Rounder,Right Handed Batter,Right Arm Off Spin
Tarpan Tailor,1634145,Patel B,"Patel Brotherhood B,Patel Brotherhood,Patel Brotherhood A,Patel B",All Rounder,Right Handed Batter,Right Arm Medium
Vinod Patel,1642419,Patel Brotherhood,Patel Brotherhood,All Rounder,Right Handed Batter,Right Arm Medium
Vipinkumar Patel,1616116,Unisoft Rising Stars,"Patel Brotherhood,Unisoft Rising Stars,Patel Brotherhood A,Patel Brotherhood B",All Rounder,Right Handed Batter,Right Arm Medium
Anand Rajendran,1619415,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Bapu Javid Yakub,1619418,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Harivadan Patel,1674429,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Harsh Poonia,1674427,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Fast
Kapil Rajyaguru,1619419,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Maharshi Bhatt,1674428,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Left Arm Medium
Mahesh Choudhary,1619417,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Mehul Trivedi,1619412,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Mohammed Farooq Khan,1619410,Sandy's Super Strikers,Sandy's Super Strikers,Bowler,Right Handed Batter,Right Arm Medium
Nanda Kumar,1619411,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Navneet Prajapati,1619413,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Pratik Mehta,1619416,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Satyam Gupta,1619414,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Off Spin
Gopinath Sundaram,1623433,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Off Spin
Kannan Natarajan,1623432,Tamil Nadu Sports Club,Tamil Nadu Sports Club,Wicket Keeper,Right Handed Batter,Right Arm Off Spin
Kannan Ramesh,1623430,Tamil Nadu Sports Club,Tamil Nadu Sports Club,Bowler,Right Handed Batter,Right Arm Medium
Murugan Vajaravel,1623434,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Leg Spin
Praveen Kumar,1623429,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Fast
Vinod Kumar Kannara,1623431,Unisoft Rising Stars,"Unisoft Rising Stars,Tamil Nadu Sports Club",Bowler,Right Handed Batter,Right Arm Fast
Abizer Khuzaima,1619445,Annadil Seifee,"Annadil Burhani,Annadil Seifee",Bowler,Right Handed Batter,Right Arm Medium
Adnan Karimjee,1619433,Annadil Burhani,"Annadil Burhani,Annadil Seifee,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Ammar Patwa,1619443,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Burhanuddin Shabbir,1619451,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Dawood Adamjee,1619437,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Hamza Maqbul,1619452,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Hussein Jiwajee,1619434,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Left Arm Off Spin
Huzaifa Akberali,1619432,Annadil Burhani,"Annadil Burhani,Annadil Seifee,Jiuzhou Annadil Burhani",Bowler,Right Handed Batter,Right Arm Medium
Juzer Hassuji,1619435,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Mansoor Imdad,1619428,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Medium
Moiz Zavery,1619436,Annadil Seifee,Annadil Seifee,Wicket Keeper,Right Handed Batter,Right Arm Off Spin
Mufaddal Moiz,1619447,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Off Spin
Murtaza Shabbir,1619438,Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani,Annadil Seifee,Jiuzhou Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Off Spin
Mustafa Jamalee,1729354,Mikumi Hitters,"Annadil Burhani,TCA Dar Combine,Annadil Seifee,Dar Combine,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Saeedulkheir Moiz,1619446,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Leg Spin
Taher Abbas,1619430,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Left Arm Off Spin
Taher Vejlani,1619444,Annadil Seifee,Annadil Seifee,All Rounder,Right Handed Batter,Right Arm Off Spin
Yunus Karimjee,1619439,Annadil Seifee,"Annadil Seifee,Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Anil Thakur,1619426,Dar Tigers,"Dar Black Panthers,Sklpsc B,Dar Tigers",All Rounder,Right Handed Batter,Right Arm Medium
Ashish Chopda,1610244,Gymkhana,"Dar Black Panthers,Gymkhana,JiuZhou Gymkhana,TITANS",All Rounder,Right Handed Batter,Right Arm Medium
Ashutosh Kumar Singh,1726543,Dar Indian Titans,"Dar Black Panthers,Dar Indian Titans",All Rounder,Right Handed Batter,Right Arm Medium
Chander Parashar,1610245,Dar Tigers,"Dar Black Panthers,Dar Tigers",Wicket Keeper,Right Handed Batter,Right Arm Medium
Chirayush Barot,1455445,Sandy's Super Strikers,"Dar Black Panthers,Sandy's Super Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Gaurav Mehta,1610246,Unisoft Rising Stars,"Dar Black Panthers,Unisoft Rising Stars",Bowler,Right Handed Batter,Right Arm Off Spin
Harvinder Khurana,1610249,Dar Tigers,"Dar Black Panthers,Dar Tigers",Bowler,Right Handed Batter,Right Arm Medium
Imrankhan Pathan,1610250,GP,"Dar Black Panthers,GP",All Rounder,Right Handed Batter,Right Arm Medium
Kamlesh Mehta,1610251,DJ Fighters,"Dar Black Panthers,Dar Tigers,DJ Fighters",All Rounder,Right Handed Batter,Right Arm Medium
Kanti Mayavanshi,1610252,Dar Black Panthers,Dar Black Panthers,Bowler,Right Handed Batter,Right Arm Medium
Kaushik Viradiya,1610253,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Kishen Soni,1726544,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Masood Khan,1610255,Gymkhana B,"Dar Black Panthers,Gymkhana B",All Rounder,Right Handed Batter,Right Arm Medium
Munish Kumar,1619425,Dar Tigers,"Dar Black Panthers,Dar Tigers",All Rounder,Right Handed Batter,Right Arm Medium
Naveen Kumar,1610256,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Pranay Nayak,1610257,Unisoft Rising Stars,"Dar Black Panthers,Unisoft Rising Stars",All Rounder,Right Handed Batter,Right Arm Medium
Prasad Baraskar,1610258,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Shahab Ahmad,1610259,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Shahazad Ali,1610260,Azania Bank Pak Stars,"Dar Black Panthers,Strikers B,Strikers,Pak Stars B,Azania Bank Pak Stars",All Rounder,Right Handed Batter,Right Arm Medium
Smitesh Vadgama,1610261,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Somya Mahan,1610262,Dar Black Panthers,Dar Black Panthers,All Rounder,Right Handed Batter,Right Arm Medium
Ali Ishaq,1619528,Azania Bank Pak Stars,"Serengeti Giants,Zanzibar Cricket Club,Royal Strikers CC,Pak Stars B,Azania Bank Pak Stars,Dcc B",Bowler,Right Handed Batter,Right Arm Fast
Aqeel Abdul Aziz,1619527,Dar Black Panthers,"Dar Black Panthers,Royal Strikers CC",All Rounder,Right Handed Batter,Right Arm Off Spin
Daniyal Amin,1619523,Royal Strikers CC,Royal Strikers CC,Bowler,Right Handed Batter,Right Arm Medium
Irfan Abdullah,1619536,Royal Strikers CC,Royal Strikers CC,Wicket Keeper,Right Handed Batter,Right Arm Medium
Merison Pathrose,1619529,Tamil Nadu Sports Club,"Tamil Nadu Sports Club,Royal Strikers CC",All Rounder,Right Handed Batter,Right Arm Fast
Mohammed Tahir,1619524,Aksc B,"Aksc B,Royal Strikers CC,Aksc,LEGENDS,Dar Legends XI",All Rounder,Right Handed Batter,Right Arm Fast
Muhammad Yaseen Shah,1640638,Strikers B,"DCC,Royal Strikers CC,Dcc,Karibu Tanzanite DCC,Strikers B,Dcc B,Dcc A,Horizon Teleports DCC",All Rounder,Right Handed Batter,Right Arm Fast
Naeem Abdullah,1619534,Royal Strikers CC,Royal Strikers CC,All Rounder,Right Handed Batter,Right Arm Medium
Noman Ishaq,1619526,Azania Bank Pak Stars,"DCC,Royal Strikers CC,GP,Dcc,Dcc A,Pak Stars B,Azania Bank Pak Stars,Horizon Teleports DCC",All Rounder,Right Handed Batter,Right Arm Medium
Owais Yusuf,1640639,Royal Strikers CC,Royal Strikers CC,Bowler,Right Handed Batter,Right Arm Medium
Sarfaraz Tare,1619532,Azania Bank Pak Stars,"Royal Strikers CC,GP,GP Pak Stars,Pak Stars B,Azania Bank Pak Stars,Azania Bank Stars",All Rounder,Right Handed Batter,Right Arm Medium
Shadab Choughule,1619531,Gymkhana,"Lions Castilla,Royal Strikers CC,Sklpsc B,Gymkhana",Bowler,Right Handed Batter,Right Arm Medium
Tawheed Ismail Adam,1619587,Royal Strikers CC,Royal Strikers CC,Bowler,Right Handed Batter,Right Arm Off Spin
Usman Ishaq,1619530,Azania Bank Pak Stars,"Zanzibar Cricket Club,Royal Strikers CC,Pak Stars B,Azania Bank Pak Stars",Bowler,Right Handed Batter,Right Arm Medium
Yusuf Abdulhaleem,1575327,Econo Lodge Lions,"Royal Strikers CC,Lions B,Kaon Lions,Lions CC,Lions Leo,Econo Lodge Lions,Lions Youths,Lions Cricket Club,Manyara Heroes,All Season Lions",All Rounder,Right Handed Batter,Right Arm Off Spin
Zakaria Abdullah,1619533,Dcc B,"Dar Black Panthers,Royal Strikers CC,Dcc B",All Rounder,Right Handed Batter,Right Arm Off Spin
Zubair Abdul Aziz,1619525,Royal Strikers CC,Royal Strikers CC,All Rounder,Right Handed Batter,Right Arm Off Spin
Deep Gandhi,1621254,Strikers,Strikers,Bowler,Right Handed Batter,Left Arm Medium
Jitesh Mistry Jethwa,1623203,Strikers,Strikers,Bowler,Right Handed Batter,Right Arm Medium
Abdullah Huneid,1784793,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Adam Kaderbhai,1784795,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Burhanuddin Jamalee,1784797,Annadil Seifee,"Ruaha Titans,Annadil Seifee,Dar Boys U17,TCA Academy,Dar Development Boys,Ilala Boys U18,Al-madrassa Youths,Dar Youth Combine",All Rounder,Right Handed Batter,Right Arm Medium
Daniel Janoowala,1784799,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Ebrahim Rashid,1784792,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Huzeifa Badri,1784801,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Mehlum Mufaddal,1784804,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Mohamed Khambati,1784798,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Mohamed Kigoma,1784796,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Mufaddal Bhaijee,1784794,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Taher Jamalee,1784803,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Taher Zavery,1784802,Al-madrassa Youths,Al-madrassa Youths,All Rounder,Right Handed Batter,Right Arm Medium
Yusuf Akil Raja,1784800,Annadil Burhani,"Annadil Burhani,Al-madrassa Youths,Selous Smashers",All Rounder,Right Handed Batter,Right Arm Medium
Aasim Abdulsamad,1679882,Lions C,"Lions C,Lions Youths,Lions Leo,Manyara Heroes",All Rounder,Right Handed Batter,Right Arm Medium
Arafat Abdulsamad,1679878,Lions Academy,"Lions C,Lions Academy,Lions Leo,Manyara Heroes,Lions Youths,Elite Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Ayaan Mubin,1679881,Lions Academy,"Lions C,Lions Academy,Lions Leo,Manyara Heroes,Lions Youths,Lions Castilla",All Rounder,Right Handed Batter,Right Arm Medium
Farhaan Mohamed,1679876,Lions Academy,"Lions Academy,Lions Leo,Lions Castilla,Lions B,Lions C,Lions Youths,Serengeti Blasters,Elite Caravans,Lions Cricket Club",All Rounder,Right Handed Batter,Right Arm Medium
Kabeer Rizwan,1679877,Lions Academy,"Lions C,Lions Academy,Lions Leo,Manyara Heroes,Lions Youths,Elite Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Kush Borkhataria,1679883,Patel C,"Lions Castilla,Patel C,Lions Leo,Manyara Heroes,Lions Youths",All Rounder,Right Handed Batter,Right Arm Medium
Mustaqim Dada,1679884,Lions Youths,Lions Youths,All Rounder,Right Handed Batter,Right Arm Medium
Naveed Nasir,1679886,Lions C,"Lions C,Lions Youths,Lions Leo,Manyara Heroes,Lions CC",All Rounder,Right Handed Batter,Right Arm Medium
Rehaan Atif,1679880,Econo Lodge Lions,"TCA Combine,Lions B,Lions Cricket Club,Kinondoni Boys U18,Lions Castilla,Lions Leo,Lions C,Lions Youths,Dar Boys,Elite Caravans,Ruaha Titans,Kilimanjaro Boys,Lions Academy,KINGS,All Season Lions,Dar Development Boys,Econo Lodge Lions",All Rounder,Right Handed Batter,Right Arm Medium
Salman Yasser,1679879,Balakrishna Foundation Aces,"Lions B,All Season Lions,Lions Cricket Club,Lions Leo,LEGENDS,Future Force Academy,Aces A,Balakrishna Foundation Aces,Lions C,Lions Youths,Aces B,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Yunus Osman,1679885,Lions Leo,"Lions Leo,Manyara Heroes,Lions Youths,Lions Castilla",All Rounder,Right Handed Batter,Right Arm Medium
Aaditya Bhattbhatt,1754230,Gymkhana B,"Tca Development,Ruaha Titans,Sklpsc B,Honest Logistics Sklpsc,Upanga Warriors,Gymkhana B,Sklpsc,Aga Khan Youths,Dar Youth Combine",All Rounder,Right Handed Batter,Left Arm Medium
Aryan Bhattbhatt,1794468,Ruaha Titans,"Ruaha Titans,TCA Academy,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Ayaan Ashik Shariff,1679873,KSIJ Boys Green,"Union Sports Club,Union Youths,Serengeti Boys,Kinondoni Development,KSIJ Boys Green,Dar Youth Combine,Tca Development,TCA Dar Combine,Dar Combine,Aga Khan Youths,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Brijesh Hitesh Kakkad,1679869,Aurobindo Aksc,"Aksc,Dar Boys U17,Aksc B,Ilala Boys,Kinondoni Boys U18,Tca Development,TCA Dar Combine,Dar Boys,Ruaha Titans,Aurobindo Aksc,Kilimanjaro Boys,Honest Logistics Sklpsc,Kinondoni Boys,Dar Development Boys,Sklpsc,Dar Youth Combine,Dar Combine,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Dylan Manish,1679866,Econo Lodge Lions,"Dar Boys U17,Gymkhana,Gymkhana B,Kinondoni Development,Ilala Boys U18,Tca Development,Lions C,TCA Academy,Dar Boys,Serengeti Blasters,Serengeti Boys,Lions Academy,JiuZhou Gymkhana,Dar Youth Combine,Econo Lodge Lions,Lions B,DTB Gymkhana,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Harsh Khidkikar,1794471,Indian School,"Patel Youths,Patel Brotherhood B,Patel Titans,Patel C,Indian School,Ngorongoro Warriors,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Hemattrey Jamdar,1794470,KSIJ Boys Green,"Estim B,Gymkhana B,KSIJ Boys Green,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Laksh Snehal,1726215,Aurobindo Aksc,"Aksc,Upanga Warriors,Aksc B,Kinondoni Boys U18,Tca Development,Kilimanjaro Aces,Sklpsc B,Buffalo Blasters,Meru Royal Rhinos,Dar Boys,Ruaha Titans,Aurobindo Aksc,Kilimanjaro Boys,Honest Logistics Sklpsc,Chui Challengers,Ilala Boys,Sklpsc,TCA BOYS U19,Dar Youth Combine,I&M Aurobindo Aksc,Aga Khan Youths",Bowler,Left Handed Batter,Left Arm Off Spin
Pranav Ravi Shankar,1679870,Gymkhana,"JiuZhou Gymkhana,Gymkhana B,Gymkhana,Dar Development Boys,Dar Youth Combine,TCA Academy,Serengeti Blasters,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Raahi Rajesh Davda,1679871,Serengeti Blasters,"TCA Dar Combine,Dar Combine,Serengeti Blasters,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Raja Ram Nandeep,1794469,Aga Khan Youths,Aga Khan Youths,All Rounder,Right Handed Batter,Right Arm Medium
Rishi Manek,1867369,Aga Khan Youths,Aga Khan Youths,All Rounder,Right Handed Batter,Right Arm Medium
Sanay Vijay Jobanputra,1679868,Aurobindo Aksc,"Aksc,Dar Boys U17,Upanga Warriors,Aksc B,Ilala Boys U18,Tca Development,TCA Academy,Dar Boys,Serengeti Blasters,Aurobindo Aksc,Dar Development Boys,Ilala Boys,Dar Youth Combine,I&M Aurobindo Aksc,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Sayan Vijay Jobanputra,1679867,Aurobindo Aksc,"Aksc,Dar Boys U17,Upanga Warriors,Aksc B,Kinondoni Boys U18,Tca Development,TCA Academy,Dar Boys,Serengeti Blasters,Aurobindo Aksc,Kilimanjaro Boys,Kinondoni Boys,Dar Development Boys,Dar Youth Combine,I&M Aurobindo Aksc,Aga Khan Youths",All Rounder,Right Handed Batter,Right Arm Medium
Shahmeer Saleem Hashwani,1679872,Aga Khan Youths,Aga Khan Youths,All Rounder,Right Handed Batter,Right Arm Medium
Tanish Anjan Mulji,1679874,Mikumi Hitters,"TCA Dar Combine,Dar Combine,Aga Khan Youths,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Abbas Ali Khimji,1867370,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Abdallah Hassani,1679888,Kinondoni Boys,"Serengeti Boys,GP,KINGS,Ilala Boys,Kinondoni Boys,Kinondoni Boys U18,Dar Motor36 Stars,TCA BOYS U19,Dar Youth Combine,Tca Development,TCA Dar Combine,Patel Titans,TCA Combine,Gymkhana B,Dar Combine,Dar Boys,Mikumi Hitters,Patel Brotherhood A,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Alzgar Monji,1918397,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Ayan Panjwani,1874637,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Darpan Jobanputra,1679894,Flashnet Strikers,"TCA Combine,Dar Boys U17,Aces B,Ilala Boys U18,Strikers B,Aces A,TCA Dar Combine,Dar Boys,Mikumi Hitters,Indian High School,E-Parking Aces,Serengeti Boys,Indian School,Dar Development Boys,Alaf Aces B,Dar Youth Combine,Strikers,Aruti Aces,Flashnet Strikers,Dar Combine,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Dhir Mulji,1679897,KSIJ Boys Green,"Union Youths,KSIJ Boys Green,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Dhruv Purohit,1679896,Indian School,"Indian School,Union Youths,Indian High School,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Digbijay Sahu,1679892,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Divyam Kumar,1679898,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Feisali Adamu,1845313,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Hassan Abbas,1679895,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Ibrahim Job,1679890,Kinondoni Boys,"Dar Boys U17,Kinondoni Development,Kinondoni Boys U18,Patel Brotherhood A,Tca Development,TCA Dar Combine,Patel Titans,Patel C,Dar Boys,Mikumi Hitters,EMPERORS,Kinondoni Boys,Dar Development Boys,Patel Youths,Dar Motor36 Stars,Dar Combine,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Ibuni Abdallah,1918395,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Isaka Alex,1845312,Dar Motor36 Stars,"Dar Motor36 Stars,Twiga Stars",All Rounder,Right Handed Batter,Right Arm Medium
Khamis Shaibu,1918396,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Muhammad Kash,1874638,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Saidi Mussa,1845309,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Samir Abbas,1845311,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Tariki Hamisi,1679893,Twiga Stars,Twiga Stars,All Rounder,Right Handed Batter,Right Arm Medium
Ally Hafidh,1739469,Ilala Boys,"TCA Combine,Upanga Warriors,Dcc A,Dcc B,Mcc,Dar Indian Titans,Tca Development,Simba Kings,Serengeti Blasters,Toyam Chui Challengers,Lions Castilla,Serengeti Boys,Dcc,Ilala Boys,Twiga Titans,Dar Legends XI,Dar Combine,Tembo Rangers",All Rounder,Right Handed Batter,Right Arm Medium
Taher Hassuji,1729355,Annadil Seifee,"Annadil Burhani,Upanga Warriors,Annadil Seifee",All Rounder,Right Handed Batter,Right Arm Medium
Colly Ambogo,1739475,Kinondoni Boys,"Sklpsc,Ilala Boys,Kinondoni Boys,Patel Brotherhood A,Gymkhana,TCA BOYS U19,Dar Youth Combine,Tca Development,Patel Titans,Patel C,Gymkhana B,TCA Academy,Dar Boys,Serengeti Blasters",All Rounder,Right Handed Batter,Right Arm Medium
Harith Kisauje,1739476,Caravans C,"Caravans C,Ilala Boys,Caravans B,Caravans,Alliance Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Julias Jonas,1739478,Ilala Boys,Ilala Boys,All Rounder,Right Handed Batter,Right Arm Medium
Juma Adinani,1679930,Ilala Boys,"TCA Combine,Dar Boys U17,Ilala Boys,Patel Brotherhood A,Ilala Boys U18,Patel Youths,Tca Development,TCA Dar Combine,Patel Titans,Patel C,Dar Combine,Dar Boys,Mikumi Hitters",All Rounder,Right Handed Batter,Right Arm Medium
Omary Seleman,1862278,Dar Youth Combine,"Tca Development,Ilala Boys,TCA Academy,Serengeti Blasters,Dar Youth Combine",All Rounder,Right Handed Batter,Right Arm Medium
Tumaini,1739477,Ilala Boys,Ilala Boys,All Rounder,Right Handed Batter,Right Arm Medium
Abdulaziz A,1679934,Kinondoni Development,Kinondoni Development,All Rounder,Right Handed Batter,Right Arm Medium
Abdulrazak Mohamed,1679931,Flashnet Strikers,"Strikers,Dar Boys U17,Kinondoni Development,Kinondoni Boys U18,Strikers B,Tca Development,TCA Dar Combine,Dar Boys,Reliance Simba Kings,Mikumi Hitters,Pacific Tembo Stars,Serengeti Boys,EMPERORS,Kinondoni Boys,Remax Strikers,Dar Motor36 Stars,Dar Youth Combine,Dar Combine,Flashnet Strikers,Novum Strikers",All Rounder,Right Handed Batter,Right Arm Medium
Abubakar Juma,1679932,Kilimanjaro Boys,"Kilimanjaro Boys,Dar Boys U17,Kinondoni Development,Patel Brotherhood A,Ilala Boys U18,Patel Youths,TCA BOYS U19,Tca Development,Patel Titans,Patel C,TCA Academy,Dar Boys,Serengeti Blasters",All Rounder,Right Handed Batter,Right Arm Medium
Arnold Tarimo,1739472,Dar Youth Combine,"Dar Black Panthers,Tca Development,Lions Academy,TCA Academy,TCA BOYS U19,Serengeti Blasters,Dar Youth Combine",All Rounder,Right Handed Batter,Right Arm Medium
Brandon Mavuta,1698896,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Bright Matsiwe,1698758,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Christopher Masike,1698755,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Elton Jameson,1699317,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
Hussein Bhola,1699318,Midwest Rhinos,Midwest Rhinos,All Rounder,Right Handed Batter,Right Arm Medium
